PK,Store_Number,Store_State,Item_Code,Item_Name,Package_Type,Retail,Actual_Sales_$_L52W,L52W_in_Stock,Normalized_Sales_$_L52W,Age_of_the_Store_(years),Store_Size,Households_(HH),%_HH_Income_>_$100K,Median_HH_Income,Average_Net_Worth,%_Population_w/_Bachelor's_Degree_+,%_Hispanic,%_Asian,%_African_American,%_Population_Age_50-70,Store_Tier_(Under_$20),Store_Tier_($20-50),Store_Tier_(Over_$50),Store_Tier
2502_256750,2502,LA,256750,Heitz Cabernet Napa,750ml,$79.99 ,$800 ,52,$800 ,4.24, Large ,54953,33.20%,"$67,352 ","$972,716 ",44.40%,5.80%,3.00%,14.90%,22.10%,4,3,2,2
536_256750,536,TX,256750,Heitz Cabernet Napa,750ml,$66.19 ,$916 ,52,$916 ,4.41, Small ,23355,67.70%,"$149,448 ","$2,348,650 ",69.90%,11.80%,8.90%,1.30%,24.90%,0,2,2,2
1602_256750,1602,MN,256750,Heitz Cabernet Napa,750ml,$64.97 ,"$1,619 ",52,"$1,619 ",10.64, Medium ,140763,31.00%,"$64,444 ","$644,223 ",50.10%,7.00%,12.60%,16.80%,20.60%,4,2,1,1
1008_256750,1008,AZ,256750,Heitz Cabernet Napa,750ml,$73.99 ,"$1,352 ",52,"$1,352 ",13.29, Large ,62900,35.00%,"$76,687 ","$788,083 ",25.90%,43.00%,5.20%,10.00%,19.20%,1,1,0,0
2001_256750,2001,TN,256750,Heitz Cabernet Napa,750ml,$80.99 ,"$2,214 ",52,"$2,214 ",6.36, Large ,35028,47.40%,"$94,766 ","$1,836,093 ",59.10%,4.40%,5.30%,3.20%,28.50%,4,4,3,3
914_256750,914,FL,256750,Heitz Cabernet Napa,750ml,$68.97 ,"$6,606 ",52,"$6,606 ",16.09, Medium ,53078,35.50%,"$74,843 ","$1,374,467 ",40.70%,14.50%,3.30%,5.50%,29.40%,3,3,4,4
533_256750,533,TX,256750,Heitz Cabernet Napa,750ml,$79.99 ,$588 ,52,$588 ,5.07, Medium ,80652,27.30%,"$60,233 ","$558,872 ",26.60%,66.20%,2.90%,4.30%,22.30%,1,1,0,0
1124_256750,1124,CA,256750,Heitz Cabernet Napa,750ml,$65.99 ,"$3,392 ",52,"$3,392 ",7.17, Small ,54828,77.30%,"$182,711 ","$3,037,929 ",70.70%,9.10%,32.90%,2.20%,26.70%,0,1,2,2
504_256750,504,TX,256750,Heitz Cabernet Napa,750ml,$82.99 ,"$2,021 ",52,"$2,021 ",10.08, Large ,62754,39.30%,"$78,101 ","$1,087,999 ",53.50%,43.00%,7.70%,4.90%,21.60%,1,2,3,3
1105_256750,1105,CA,256750,Heitz Cabernet Napa,750ml,$59.99 ,"$5,750 ",52,"$5,750 ",14.28, Small ,112976,46.70%,"$91,951 ","$1,420,834 ",41.80%,39.30%,23.20%,2.00%,23.20%,0,3,4,4
1806_256750,1806,MO,256750,Heitz Cabernet Napa,750ml,$79.99 ,"$4,647 ",50,"$4,833 ",1.07, Large ,60259,48.30%,"$96,145 ","$1,799,787 ",59.90%,6.50%,8.70%,12.00%,25.70%,2,2,2,2
1115_256750,1115,CA,256750,Heitz Cabernet Napa,750ml,$65.99 ,"$4,400 ",52,"$4,400 ",8.72, Medium ,75469,66.40%,"$137,450 ","$1,906,279 ",54.50%,17.90%,54.00%,2.60%,24.20%,0,2,2,2
2002_256750,2002,TN,256750,Heitz Cabernet Napa,750ml,$84.99 ,"$7,901 ",52,"$7,901 ",2.96, Large ,42984,52.50%,"$104,831 ","$2,274,695 ",67.10%,7.10%,8.00%,7.30%,26.70%,4,4,4,4
2701_256750,2701,IN,256750,Heitz Cabernet Napa,750ml,$64.97 ,"$3,848 ",52,"$3,848 ",3.99, Large ,85421,35.30%,"$70,745 ","$1,062,544 ",58.30%,8.00%,6.40%,18.60%,23.80%,4,3,2,2
609_256750,609,NC,256750,Heitz Cabernet Napa,750ml,$79.99 ,"$3,596 ",52,"$3,596 ",21.28, Large ,39025,49.70%,"$99,311 ","$1,506,221 ",57.20%,8.80%,4.00%,9.50%,23.60%,4,4,3,3
608_256750,608,NC,256750,Heitz Cabernet Napa,750ml,$79.99 ,$640 ,52,$640 ,21.21, Large ,79142,35.60%,"$74,259 ","$913,630 ",50.50%,14.50%,6.20%,25.50%,22.40%,2,2,2,2
509_256750,509,TX,256750,Heitz Cabernet Napa,750ml,$66.19 ,"$2,693 ",52,"$2,693 ",9.45, Large ,123967,42.30%,"$83,942 ","$838,499 ",56.30%,34.10%,5.20%,4.00%,20.60%,2,2,2,2
1103_256750,1103,CA,256750,Heitz Cabernet Napa,750ml,$59.99 ,"$6,313 ",52,"$6,313 ",16.05, Medium ,162484,50.70%,"$101,198 ","$1,302,349 ",49.30%,38.50%,27.20%,2.00%,21.10%,0,3,4,4
2102_256750,2102,KY,256750,Heitz Cabernet Napa,750ml,$79.99 ,"$2,256 ",51,"$2,300 ",6.54, Medium ,97501,25.80%,"$56,431 ","$737,339 ",48.10%,7.00%,4.70%,12.60%,22.10%,2,1,1,1
207_256750,207,VA,256750,Heitz Cabernet Napa,750ml,$79.99 ,"$1,672 ",52,"$1,672 ",24.1, Small ,85904,38.80%,"$75,769 ","$1,265,320 ",54.20%,7.70%,11.70%,16.00%,23.30%,2,0,0,0
1705_256750,1705,MA,256750,Heitz Cabernet Napa,750ml,$62.97 ,"$5,923 ",52,"$5,923 ",6.13, Large ,78191,60.80%,"$124,634 ","$2,530,877 ",62.90%,4.10%,14.10%,2.90%,28.20%,3,4,3,3
301_256750,301,NJ,256750,Heitz Cabernet Napa,750ml,$69.97 ,"$4,119 ",52,"$4,119 ",30.02, Large ,106097,40.80%,"$79,937 ","$1,357,225 ",39.80%,20.30%,6.10%,15.40%,25.90%,3,4,2,2
528_256750,528,TX,256750,Heitz Cabernet Napa,750ml,$80.99 ,"$2,094 ",52,"$2,094 ",6.06, Medium ,83891,40.70%,"$80,985 ","$1,329,555 ",45.40%,18.30%,9.30%,10.70%,27.30%,3,4,3,3
804_256750,804,GA,256750,Heitz Cabernet Napa,750ml,$65.99 ,"$4,301 ",52,"$4,301 ",9.01, Medium ,148069,46.80%,"$91,850 ","$1,278,623 ",70.70%,16.40%,10.20%,13.30%,20.10%,1,2,3,3
1111_256750,1111,CA,256750,Heitz Cabernet Napa,750ml,$65.99 ,"$1,343 ",52,"$1,343 ",11.93, Large ,44730,59.70%,"$116,883 ","$2,004,263 ",51.90%,12.20%,14.30%,4.00%,25.30%,0,1,2,2
1014_256750,1014,AZ,256750,Heitz Cabernet Napa,750ml,$73.99 ,$584 ,16,"$1,899 ",0.38, Large ,80869,32.80%,"$68,974 ","$890,826 ",27.20%,19.60%,2.50%,2.70%,23.70%,2,1,1,1
1104_256750,1104,CA,256750,Heitz Cabernet Napa,750ml,$59.99 ,"$1,574 ",52,"$1,574 ",15.24, Large ,84828,42.60%,"$87,836 ","$913,943 ",30.50%,54.00%,11.20%,9.60%,21.20%,0,2,3,3
933_256750,933,FL,256750,Heitz Cabernet Napa,750ml,$80.99 ,$802 ,52,$802 ,4.2, Small ,39045,21.10%,"$55,438 ","$1,225,292 ",32.40%,4.50%,1.50%,3.30%,36.80%,4,0,0,0
1116_256750,1116,CA,256750,Heitz Cabernet Napa,750ml,$59.99 ,"$1,503 ",52,"$1,503 ",8.09, Medium ,136560,44.00%,"$86,390 ","$1,286,108 ",40.50%,34.30%,13.80%,4.10%,25.00%,0,1,2,2
1411_256750,1411,WA,256750,Heitz Cabernet Napa,750ml,$67.97 ,"$2,373 ",52,"$2,373 ",8.05, Large ,240985,52.60%,"$105,629 ","$1,070,031 ",72.60%,6.90%,15.30%,6.50%,21.50%,0,1,1,1
532_256750,532,TX,256750,Heitz Cabernet Napa,750ml,$82.99 ,$329 ,52,$329 ,5.2, Large ,79648,13.60%,"$43,839 ","$298,441 ",20.60%,85.00%,0.80%,3.40%,21.70%,0,1,1,1
1009_256750,1009,AZ,256750,Heitz Cabernet Napa,750ml,$73.99 ,"$2,576 ",52,"$2,576 ",12.19, Large ,115955,17.90%,"$48,071 ","$459,209 ",34.40%,31.40%,3.90%,6.00%,24.50%,2,1,1,1
508_256750,508,TX,256750,Heitz Cabernet Napa,750ml,$80.99 ,$958 ,52,$958 ,10.12, Large ,119670,28.50%,"$64,221 ","$695,923 ",30.50%,31.50%,8.80%,23.20%,21.30%,2,1,1,1
1608_256750,1608,MN,256750,Heitz Cabernet Napa,750ml,$64.97 ,"$2,354 ",52,"$2,354 ",6.96, Medium ,81913,45.10%,"$89,585 ","$1,633,013 ",57.80%,4.40%,6.00%,9.50%,26.50%,4,4,3,3
1139_256750,1139,CA,256750,Heitz Cabernet Napa,750ml,$59.99 ,"$3,581 ",52,"$3,581 ",1.14, Large ,299012,41.50%,"$80,990 ","$840,862 ",49.10%,33.50%,9.90%,21.80%,23.40%,1,2,3,3
603_256750,603,NC,256750,Heitz Cabernet Napa,750ml,$79.99 ,$480 ,24,"$1,040 ",22.08, Medium ,72244,19.70%,"$48,698 ","$518,178 ",39.30%,10.10%,6.10%,41.50%,21.40%,0,0,0,0
606_256750,606,NC,256750,Heitz Cabernet Napa,750ml,$79.99 ,$880 ,52,$880 ,21.5, Small ,73310,37.30%,"$74,567 ","$940,096 ",61.30%,10.30%,10.70%,13.60%,20.10%,3,1,1,1
1118_256750,1118,CA,256750,Heitz Cabernet Napa,750ml,$65.99 ,"$4,182 ",52,"$4,182 ",8.01, Small ,109664,55.30%,"$110,951 ","$2,014,020 ",54.50%,21.20%,15.50%,2.70%,26.70%,0,3,3,3
2201_256750,2201,NY,256750,Heitz Cabernet Napa,750ml,$79.99 ,"$8,280 ",52,"$8,280 ",6.99, Large ,145881,56.20%,"$113,250 ","$2,286,117 ",43.90%,22.40%,14.30%,17.00%,25.80%,4,4,4,4
803_256750,803,GA,256750,Heitz Cabernet Napa,750ml,$65.99 ,"$2,082 ",52,"$2,082 ",15.99, Large ,104773,47.70%,"$93,894 ","$1,623,966 ",68.10%,14.30%,10.70%,15.50%,21.70%,1,1,2,2
502_256750,502,TX,256750,Heitz Cabernet Napa,750ml,$80.99 ,$637 ,52,$637 ,12.02, Large ,106636,29.30%,"$62,719 ","$853,693 ",36.70%,33.90%,4.10%,19.80%,21.30%,2,2,2,2
1137_256750,1137,CA,256750,Heitz Cabernet Napa,750ml,$57.97 ,"$1,152 ",52,"$1,152 ",1.96, Medium ,69461,45.50%,"$89,025 ","$1,157,668 ",40.50%,34.10%,9.10%,2.50%,22.00%,2,3,3,3
934_256750,934,FL,256750,Heitz Cabernet Napa,750ml,$68.97 ,"$2,138 ",52,"$2,138 ",3.36, Large ,41228,45.20%,"$90,746 ","$1,114,299 ",45.80%,23.40%,7.60%,10.50%,25.30%,2,1,2,2
1120_256750,1120,CA,256750,Heitz Cabernet Napa,750ml,$65.99 ,"$5,126 ",52,"$5,126 ",7.05, Large ,168631,56.50%,"$116,849 ","$1,755,512 ",47.60%,28.60%,29.00%,3.20%,23.80%,0,3,3,3
615_256750,615,NC,256750,Heitz Cabernet Napa,750ml,$79.99 ,"$1,988 ",51,"$2,027 ",2.36, Large ,46760,29.50%,"$57,047 ","$975,895 ",44.50%,6.80%,1.80%,10.20%,21.60%,4,3,2,2
701_256750,701,SC,256750,Heitz Cabernet Napa,750ml,$67.99 ,"$1,063 ",52,"$1,063 ",20.99, Small ,40497,27.70%,"$60,321 ","$872,417 ",41.00%,4.10%,3.60%,36.40%,23.80%,3,1,1,1
1010_256750,1010,AZ,256750,Heitz Cabernet Napa,750ml,$73.99 ,"$5,859 ",52,"$5,859 ",10.07, Medium ,150250,21.70%,"$52,906 ","$326,496 ",36.70%,32.70%,4.30%,7.00%,17.40%,0,0,1,1
2303_256750,2303,CO,256750,Heitz Cabernet Napa,750ml,$72.99 ,"$1,204 ",52,"$1,204 ",2.18, Large ,106175,43.70%,"$86,834 ","$1,414,923 ",45.80%,21.30%,4.20%,1.50%,26.70%,4,4,3,3
1129_256750,1129,CA,256750,Heitz Cabernet Napa,750ml,$57.97 ,"$6,563 ",52,"$6,563 ",2.9, Large ,221630,36.50%,"$72,351 ","$544,837 ",45.50%,34.20%,10.80%,7.80%,19.80%,1,2,3,3
1006_256750,1006,AZ,256750,Heitz Cabernet Napa,750ml,$73.99 ,"$4,635 ",52,"$4,635 ",15.03, Large ,160333,25.60%,"$53,360 ","$719,646 ",34.80%,43.90%,3.30%,7.80%,22.20%,2,3,3,3
1107_256750,1107,CA,256750,Heitz Cabernet Napa,750ml,$59.99 ,"$4,213 ",52,"$4,213 ",13.61, Medium ,48982,58.70%,"$115,595 ","$2,419,760 ",53.60%,19.70%,9.20%,1.50%,29.40%,0,3,2,2
1703_256750,1703,MA,256750,Heitz Cabernet Napa,750ml,$62.97 ,"$3,153 ",52,"$3,153 ",7.69, Medium ,86737,31.70%,"$61,435 ","$861,694 ",38.30%,21.70%,9.80%,12.00%,23.00%,4,4,2,2
910_256750,910,FL,256750,Heitz Cabernet Napa,750ml,$68.97 ,"$1,333 ",52,"$1,333 ",17.96, Small ,104154,26.00%,"$57,520 ","$935,480 ",33.80%,13.40%,2.80%,6.40%,29.80%,3,2,2,2
538_256750,538,TX,256750,Heitz Cabernet Napa,750ml,$75.59 ,$587 ,52,$587 ,2, Large ,68537,16.60%,"$42,092 ","$342,556 ",23.60%,92.00%,1.30%,0.90%,17.90%,1,1,1,1
1122_256750,1122,CA,256750,Heitz Cabernet Napa,750ml,$59.99 ,"$5,069 ",52,"$5,069 ",5.18, Small ,132610,52.30%,"$103,778 ","$1,352,786 ",57.40%,23.10%,22.00%,1.70%,22.30%,0,2,3,3
802_256750,802,GA,256750,Heitz Cabernet Napa,750ml,$65.99 ,"$2,916 ",52,"$2,916 ",17.35, Medium ,65746,37.30%,"$79,168 ","$1,115,435 ",47.80%,12.50%,7.10%,21.60%,23.30%,4,3,3,3
928_256750,928,FL,256750,Heitz Cabernet Napa,750ml,$68.97 ,"$1,297 ",52,"$1,297 ",8.26, Medium ,81740,24.10%,"$59,842 ","$537,330 ",30.40%,28.00%,4.00%,19.60%,23.50%,2,1,1,1
527_256750,527,TX,256750,Heitz Cabernet Napa,750ml,$79.99 ,"$1,738 ",52,"$1,738 ",6.29, Large ,72971,52.80%,"$104,835 ","$1,891,355 ",56.10%,15.40%,41.50%,12.10%,27.20%,2,3,2,2
1803_256750,1803,MO,256750,Heitz Cabernet Napa,750ml,$65.97 ,"$1,019 ",50,"$1,060 ",8.95, Large ,47303,56.70%,"$112,649 ","$2,597,742 ",65.60%,3.40%,9.60%,3.30%,29.90%,3,4,3,3
617_256750,617,NC,256750,Heitz Cabernet Napa,750ml,$79.99 ,$342 ,15,"$1,185 ",0.38, Medium ,50373,46.40%,"$92,656 ","$1,119,212 ",48.60%,14.30%,8.20%,23.30%,22.80%,3,3,3,3
605_256750,605,NC,256750,Heitz Cabernet Napa,750ml,$79.99 ,"$2,408 ",52,"$2,408 ",21.92, Medium ,119342,37.50%,"$73,576 ","$958,429 ",58.50%,12.70%,5.30%,29.40%,20.70%,3,3,4,4
304_256750,304,NJ,256750,Heitz Cabernet Napa,750ml,$69.97 ,"$1,663 ",51,"$1,696 ",21.9, Medium ,179410,41.10%,"$79,724 ","$1,403,768 ",41.90%,24.10%,6.30%,30.50%,25.60%,3,3,2,2
1204_256750,1204,NV,256750,Heitz Cabernet Napa,750ml,$79.99 ,$769 ,52,$769 ,9.09, Large ,130136,35.90%,"$76,784 ","$884,916 ",29.40%,23.00%,7.30%,15.10%,23.00%,1,1,1,1
610_256750,610,NC,256750,Heitz Cabernet Napa,750ml,$79.99 ,"$1,360 ",52,"$1,360 ",20.27, Medium ,61525,36.60%,"$69,655 ","$1,049,743 ",68.30%,10.20%,11.70%,20.30%,18.90%,1,0,0,0
604_256750,604,NC,256750,Heitz Cabernet Napa,750ml,$79.99 ,$800 ,24,"$1,733 ",21.97, Medium ,71373,20.00%,"$45,069 ","$689,835 ",39.90%,14.40%,3.40%,33.30%,22.60%,2,0,1,1
918_256750,918,FL,256750,Heitz Cabernet Napa,750ml,$80.99 ,"$2,563 ",52,"$2,563 ",13.21, Medium ,95855,38.40%,"$76,987 ","$1,309,505 ",42.40%,64.50%,3.00%,10.90%,26.90%,3,3,4,4
1112_256750,1112,CA,256750,Heitz Cabernet Napa,750ml,$65.99 ,"$6,343 ",52,"$6,343 ",11.39, Large ,34549,37.20%,"$71,445 ","$2,141,335 ",41.20%,24.50%,4.00%,1.80%,31.40%,0,3,4,4
1102_256750,1102,CA,256750,Heitz Cabernet Napa,750ml,$59.99 ,"$3,270 ",52,"$3,270 ",14.05, Medium ,173897,41.00%,"$81,493 ","$992,346 ",37.30%,39.50%,16.90%,4.40%,23.80%,0,2,2,2
801_256750,801,GA,256750,Heitz Cabernet Napa,750ml,$65.99 ,"$4,582 ",52,"$4,582 ",15.49, Large ,79012,54.00%,"$107,097 ","$1,777,722 ",63.00%,11.90%,15.00%,13.90%,24.40%,4,4,4,4
1012_256750,1012,AZ,256750,Heitz Cabernet Napa,750ml,$73.99 ,"$1,041 ",52,"$1,041 ",2.9, Medium ,24965,22.40%,"$53,425 ","$1,046,166 ",38.50%,10.00%,1.60%,0.90%,33.70%,2,0,0,0
906_256750,906,FL,256750,Heitz Cabernet Napa,750ml,$80.99 ,"$1,365 ",52,"$1,365 ",17.06, Large ,107171,29.10%,"$63,029 ","$1,144,939 ",35.10%,19.10%,2.60%,24.50%,25.20%,3,2,3,3
903_256750,903,FL,256750,Heitz Cabernet Napa,750ml,$80.99 ,"$5,360 ",52,"$5,360 ",17.97, Large ,68444,40.80%,"$80,301 ","$1,762,097 ",45.90%,12.40%,3.50%,20.20%,28.60%,3,4,4,4
1110_256750,1110,CA,256750,Heitz Cabernet Napa,750ml,$59.99 ,"$3,736 ",52,"$3,736 ",12.21, Small ,117011,55.80%,"$110,086 ","$1,774,066 ",53.70%,21.10%,16.40%,1.90%,26.30%,1,3,3,3
1013_256750,1013,AZ,256750,Heitz Cabernet Napa,750ml,$73.99 ,$745 ,52,$745 ,1.76, Medium ,58383,31.10%,"$73,466 ","$838,517 ",28.90%,22.00%,3.80%,6.90%,19.20%,2,1,1,1
1401_256750,1401,WA,256750,Heitz Cabernet Napa,750ml,$67.97 ,"$4,827 ",49,"$5,122 ",12.35, Large ,101821,65.40%,"$141,954 ","$2,180,090 ",72.30%,6.90%,31.90%,2.40%,24.70%,2,4,4,4
616_256750,616,NC,256750,Heitz Cabernet Napa,750ml,$79.99 ,$447 ,19,"$1,223 ",0.47, Small ,46337,67.20%,"$133,633 ","$1,868,814 ",70.80%,6.80%,20.80%,5.80%,23.60%,3,3,4,4
515_256750,515,TX,256750,Heitz Cabernet Napa,750ml,$79.99 ,"$1,385 ",52,"$1,385 ",7.76, Medium ,76885,42.70%,"$83,880 ","$1,300,206 ",46.50%,23.50%,10.80%,8.10%,24.30%,2,3,2,2
614_256750,614,NC,256750,Heitz Cabernet Napa,750ml,$79.99 ,$800 ,52,$800 ,6.02, Medium ,52204,36.20%,"$76,881 ","$881,695 ",51.70%,10.20%,8.50%,30.00%,19.10%,2,0,0,0
2605_256750,2605,MI,256750,Heitz Cabernet Napa,750ml,$79.99 ,"$1,738 ",29,"$3,116 ",0.64, Large ,70177,49.60%,"$98,966 ","$1,808,879 ",55.40%,4.30%,13.00%,4.60%,27.00%,4,3,3,3
920_256750,920,FL,256750,Heitz Cabernet Napa,750ml,$80.99 ,"$3,453 ",52,"$3,453 ",13.08, Medium ,104075,19.20%,"$50,696 ","$473,709 ",31.10%,27.60%,4.20%,38.50%,21.30%,2,2,4,4
1011_256750,1011,AZ,256750,Heitz Cabernet Napa,750ml,$73.99 ,"$1,068 ",52,"$1,068 ",4.51, Medium ,44532,51.00%,"$101,250 ","$1,219,443 ",38.00%,22.10%,3.80%,4.40%,17.60%,1,1,0,0
1123_256750,1123,CA,256750,Heitz Cabernet Napa,750ml,$59.99 ,"$2,113 ",52,"$2,113 ",6.96, Medium ,59778,46.40%,"$93,124 ","$1,163,387 ",33.30%,32.20%,11.20%,5.60%,21.50%,1,2,1,1
704_256750,704,SC,256750,Heitz Cabernet Napa,750ml,$78.99 ,"$1,598 ",52,"$1,598 ",5.56, Large ,39322,21.60%,"$53,001 ","$513,776 ",28.30%,12.40%,2.90%,11.60%,22.90%,4,2,2,2
907_256750,907,FL,256750,Heitz Cabernet Napa,750ml,$79.99 ,"$4,958 ",52,"$4,958 ",18.41, Large ,79803,27.40%,"$62,306 ","$566,903 ",40.20%,16.60%,9.40%,17.90%,20.40%,3,4,4,4
924_256750,924,FL,256750,Heitz Cabernet Napa,750ml,$68.97 ,"$2,210 ",52,"$2,210 ",10.03, Medium ,45822,33.30%,"$69,771 ","$1,679,664 ",45.50%,8.10%,2.40%,1.30%,32.60%,3,2,2,2
925_256750,925,FL,256750,Heitz Cabernet Napa,750ml,$80.99 ,"$3,363 ",52,"$3,363 ",9.34, Medium ,100968,27.50%,"$62,603 ","$830,749 ",38.90%,24.20%,3.90%,15.30%,25.90%,1,1,2,2
1402_256750,1402,WA,256750,Heitz Cabernet Napa,750ml,$67.97 ,"$1,341 ",52,"$1,341 ",12.12, Large ,108755,36.50%,"$70,671 ","$827,365 ",31.10%,16.80%,24.40%,14.90%,23.50%,1,0,1,1
507_256750,507,TX,256750,Heitz Cabernet Napa,750ml,$80.99 ,"$1,059 ",52,"$1,059 ",10.45, Large ,87469,42.40%,"$85,349 ","$1,118,838 ",50.20%,22.10%,20.30%,11.20%,22.80%,2,3,2,2
1141_256750,1141,CA,256750,Heitz Cabernet Napa,750ml,$59.99 ,$417 ,9,"$2,410 ",0.25, Medium ,394314,32.90%,"$64,024 ","$550,253 ",46.20%,40.10%,16.90%,8.00%,22.00%,1,3,4,4
912_256750,912,FL,256750,Heitz Cabernet Napa,750ml,$80.99 ,"$2,407 ",52,"$2,407 ",18.18, Medium ,161891,22.70%,"$52,353 ","$650,376 ",31.60%,40.90%,2.00%,36.40%,25.10%,0,0,3,3
919_256750,919,FL,256750,Heitz Cabernet Napa,750ml,$80.99 ,"$1,202 ",52,"$1,202 ",12.31, Medium ,144133,25.70%,"$56,680 ","$716,877 ",30.90%,27.90%,3.70%,38.50%,24.90%,2,1,3,3
511_256750,511,TX,256750,Heitz Cabernet Napa,750ml,$80.99 ,"$2,140 ",52,"$2,140 ",8.97, Medium ,61227,30.70%,"$64,838 ","$790,611 ",40.70%,23.50%,5.70%,12.80%,18.10%,2,2,0,0
937_256750,937,FL,256750,Heitz Cabernet Napa,750ml,$80.99 ,"$1,369 ",52,"$1,369 ",2.46, Large ,57919,19.40%,"$47,357 ","$507,951 ",30.60%,6.00%,3.20%,31.10%,24.30%,2,2,2,2
1412_256750,1412,WA,256750,Heitz Cabernet Napa,750ml,$67.97 ,$510 ,52,$510 ,8.65, Medium ,25582,37.50%,"$80,542 ","$933,080 ",32.60%,9.10%,9.30%,4.20%,24.70%,1,0,0,0
516_256750,516,TX,256750,Heitz Cabernet Napa,750ml,$79.99 ,"$1,709 ",52,"$1,709 ",7.69, Large ,239770,40.40%,"$76,352 ","$1,163,541 ",61.00%,38.10%,10.00%,8.10%,21.20%,0,4,4,4
522_256750,522,TX,256750,Heitz Cabernet Napa,750ml,$66.19 ,"$2,047 ",52,"$2,047 ",7.3, Medium ,133257,38.20%,"$75,120 ","$843,409 ",54.40%,31.50%,10.90%,7.10%,20.20%,0,1,2,2
1114_256750,1114,CA,256750,Heitz Cabernet Napa,750ml,$65.99 ,"$1,970 ",52,"$1,970 ",9.07, Medium ,94195,38.10%,"$79,707 ","$916,092 ",29.60%,24.00%,29.70%,14.10%,21.30%,0,0,1,1
2602_256750,2602,MI,256750,Heitz Cabernet Napa,750ml,$79.99 ,"$3,076 ",52,"$3,076 ",2.95, Large ,74390,48.10%,"$95,634 ","$1,714,835 ",57.10%,2.90%,15.00%,7.00%,29.20%,4,4,4,4
1005_256750,1005,AZ,256750,Heitz Cabernet Napa,750ml,$73.99 ,"$2,052 ",52,"$2,052 ",15.13, Medium ,96370,50.50%,"$100,569 ","$1,198,186 ",44.70%,18.90%,8.50%,4.70%,19.80%,3,2,2,2
503_256750,503,TX,256750,Heitz Cabernet Napa,750ml,$82.99 ,"$1,226 ",52,"$1,226 ",10.91, Medium ,133629,22.80%,"$53,255 ","$701,789 ",37.60%,56.10%,3.10%,5.20%,22.80%,1,1,2,2
922_256750,922,FL,256750,Heitz Cabernet Napa,750ml,$80.99 ,"$1,200 ",52,"$1,200 ",11.45, Large ,155715,31.30%,"$66,776 ","$806,438 ",35.40%,82.70%,2.00%,4.60%,26.00%,2,2,3,3
1101_256750,1101,CA,256750,Heitz Cabernet Napa,750ml,$65.99 ,"$4,118 ",52,"$4,118 ",16.78, Large ,86848,48.80%,"$97,376 ","$1,445,578 ",43.10%,15.50%,9.90%,2.40%,23.50%,1,2,3,3
219_256750,219,VA,256750,Heitz Cabernet Napa,750ml,$79.99 ,$800 ,52,$800 ,6.63, Medium ,82573,67.00%,"$144,001 ","$2,629,620 ",68.60%,16.20%,20.20%,8.20%,26.00%,2,2,2,2
526_256750,526,TX,256750,Heitz Cabernet Napa,750ml,$79.99 ,"$1,274 ",52,"$1,274 ",7.4, Large ,43879,30.20%,"$67,052 ","$650,152 ",26.00%,37.40%,3.40%,26.90%,19.40%,1,0,0,0
905_256750,905,FL,256750,Heitz Cabernet Napa,750ml,$80.99 ,"$3,847 ",52,"$3,847 ",17.7, Large ,114906,35.10%,"$67,832 ","$1,601,701 ",46.70%,18.50%,2.80%,10.90%,27.70%,3,4,4,4
1205_256750,1205,NV,256750,Heitz Cabernet Napa,750ml,$79.99 ,"$3,222 ",52,"$3,222 ",8.01, Medium ,144212,24.40%,"$57,086 ","$483,096 ",26.70%,29.30%,14.90%,12.20%,23.20%,0,1,3,3
1133_256750,1133,CA,256750,Heitz Cabernet Napa,750ml,$57.97 ,"$4,164 ",52,"$4,164 ",2.21, Large ,59305,63.60%,"$130,486 ","$2,322,883 ",65.40%,14.50%,7.50%,1.00%,27.50%,1,3,3,3
913_256750,913,FL,256750,Heitz Cabernet Napa,750ml,$68.97 ,$869 ,52,$869 ,16.63, Medium ,108034,24.60%,"$57,550 ","$870,506 ",29.30%,10.60%,5.30%,4.50%,31.30%,3,1,2,2
2301_256750,2301,CO,256750,Heitz Cabernet Napa,750ml,$72.99 ,"$4,863 ",52,"$4,863 ",6.29, Medium ,229522,36.70%,"$71,604 ","$865,880 ",57.50%,21.70%,5.40%,8.10%,22.30%,4,4,3,3
705_256750,705,SC,256750,Heitz Cabernet Napa,750ml,$78.99 ,"$3,479 ",52,"$3,479 ",4.73, Large ,39008,47.80%,"$94,176 ","$1,544,341 ",64.00%,2.30%,1.80%,11.90%,24.90%,3,2,2,2
1902_256750,1902,WI,256750,Heitz Cabernet Napa,750ml,$75.99 ,"$1,433 ",52,"$1,433 ",6.56, Medium ,73174,42.60%,"$84,430 ","$1,197,483 ",67.80%,7.80%,10.80%,6.00%,22.90%,2,2,1,1
208_256750,208,VA,256750,Heitz Cabernet Napa,750ml,$79.99 ,"$1,200 ",52,"$1,200 ",24.04, Small ,46605,42.50%,"$84,509 ","$1,061,296 ",38.40%,14.00%,3.40%,19.80%,22.40%,2,0,0,0
1805_256750,1805,MO,256750,Heitz Cabernet Napa,750ml,$79.99 ,$880 ,46,$995 ,1.19, Medium ,33546,41.00%,"$82,892 ","$747,797 ",40.60%,6.60%,2.30%,6.40%,21.80%,2,2,3,3
1301_256750,1301,NM,256750,Heitz Cabernet Napa,750ml,$78.99 ,$677 ,52,$677 ,11.7, Medium ,67574,33.00%,"$72,561 ","$981,204 ",37.30%,45.80%,2.30%,2.90%,25.10%,1,0,0,0
