PK,Store_Number,Store_State,Item_Code,Item_Name,Package_Type,Retail,Actual_Sales_$_L52W,L52W_in_Stock,Normalized_Sales_$_L52W,Age_of_the_Store_(years),Store_Size,Households_(HH),%_HH_Income_>_$100K,Median_HH_Income,Average_Net_Worth,%_Population_w/_Bachelor's_Degree_+,%_Hispanic,%_Asian,%_African_American,%_Population_Age_50-70,Store_Tier,Price_to_Stock_Ratio,Stock_to_Sales_Ratio,Income_Age_Interaction,Nor_sales_per_store_size
1124_229750,1124,CA,229750.0,Far Niente Cabernet Oakville,750ml,194.99,1241.0,52,1241.0,7.17, Small ,54828,77.3,182711.0,3037929.0,70.7,9.1,32.9,2.2,26.7,2,3.679056603773585,0.04186795491143317,2063.91,854.2
1504_229750,1504,CT,229750.0,Far Niente Cabernet Oakville,750ml,229.98,460.0,52,460.0,8.36, Small ,105723,28.7,57304.0,858847.0,35.3,36.3,6.3,14.6,23.5,1,4.339245283018868,0.11279826464208242,674.4499999999999,460.0
801_229750,801,GA,229750.0,Far Niente Cabernet Oakville,750ml,219.99,1496.0,39,1995.0,15.49, Large ,79012,54.0,107097.0,1777722.0,63.0,11.9,15.0,13.9,24.4,4,5.499750000000001,0.019539078156312624,1317.6,1290.67
1126_229750,1126,CA,229750.0,Far Niente Cabernet Oakville,750ml,214.99,4089.0,21,10125.0,6.5, Medium ,184922,43.8,85785.0,1159131.0,48.2,36.3,30.0,5.7,25.0,3,9.772272727272728,0.0020738692474817303,1095.0,3211.89
1110_229750,1110,CA,229750.0,Far Niente Cabernet Oakville,750ml,214.99,644.0,12,2791.0,12.21, Small ,117011,55.8,110086.0,1774066.0,53.7,21.1,16.4,1.9,26.3,3,16.537692307692307,0.004297994269340974,1467.54,3701.53
604_229750,604,NC,229750.0,Far Niente Cabernet Oakville,750ml,199.99,200.0,2,5200.0,21.97, Medium ,71373,20.0,45069.0,689835.0,39.9,14.4,3.4,33.3,22.6,1,66.66333333333334,0.0003845414343395501,452.0,5200.0
1123_229750,1123,CA,229750.0,Far Niente Cabernet Oakville,750ml,214.99,1054.0,30,1827.0,6.96, Medium ,59778,46.4,93124.0,1163387.0,33.3,32.2,11.2,5.6,21.5,1,6.935161290322581,0.016411378555798686,997.6,2248.33
907_229750,907,FL,229750.0,Far Niente Cabernet Oakville,750ml,214.99,183.0,52,183.0,18.41, Large ,79803,27.4,62306.0,566903.0,40.2,16.6,9.4,17.9,20.4,4,4.056415094339623,0.2826086956521739,558.9599999999999,489.5
1503_229750,1503,CT,229750.0,Far Niente Cabernet Oakville,750ml,204.99,665.0,52,665.0,9.18, Large ,43575,46.6,92042.0,1657163.0,42.9,9.7,6.0,5.8,29.7,1,3.867735849056604,0.07807807807807808,1384.02,2046.0
401_229750,401,MD,229750.0,Far Niente Cabernet Oakville,750ml,214.99,460.0,52,460.0,28.01, Medium ,120003,35.8,72889.0,1078772.0,42.5,4.6,5.7,37.6,24.4,2,4.056415094339623,0.11279826464208242,873.5199999999999,460.0
2802_229750,2802,KS,229750.0,Far Niente Cabernet Oakville,750ml,124.99,2828.0,1,147077.0,1.27, Large ,100194,47.4,94490.0,1684201.0,64.3,6.0,7.9,5.4,25.9,4,62.495,6.799113395613212e-06,1227.6599999999999,147056.0
1137_229750,1137,CA,229750.0,Far Niente Cabernet Oakville,750ml,211.99,422.0,40,549.0,1.96, Medium ,69461,45.5,89025.0,1157668.0,40.5,34.1,9.1,2.5,22.0,3,5.170487804878049,0.07272727272727272,1001.0,1686.24
802_229750,802,GA,229750.0,Far Niente Cabernet Oakville,750ml,219.99,1100.0,11,5199.0,17.35, Medium ,65746,37.3,79168.0,1115435.0,47.8,12.5,7.1,21.6,23.3,3,18.3325,0.0021153846153846153,869.0899999999999,5200.0
705_229750,705,SC,229750.0,Far Niente Cabernet Oakville,750ml,194.99,190.0,13,760.0,4.73, Large ,39008,47.8,94176.0,1544341.0,64.0,2.3,1.8,11.9,24.9,2,13.927857142857144,0.017082785808147174,1190.2199999999998,1150.0
1112_229750,1112,CA,229750.0,Far Niente Cabernet Oakville,750ml,229.99,1955.0,26,3910.0,11.39, Large ,34549,37.2,71445.0,2141335.0,41.2,24.5,4.0,1.8,31.4,4,8.518148148148148,0.006647916133981079,1168.08,2028.67
1301_229750,1301,NM,229750.0,Far Niente Cabernet Oakville,750ml,164.99,1122.0,52,1122.0,11.7, Medium ,67574,33.0,72561.0,981204.0,37.3,45.8,2.3,2.9,25.1,0,3.1130188679245285,0.04630454140694568,828.3000000000001,1369.33
928_229750,928,FL,229750.0,Far Niente Cabernet Oakville,750ml,214.99,215.0,14,799.0,8.26, Medium ,81740,24.1,59842.0,537330.0,30.4,28.0,4.0,19.6,23.5,1,14.332666666666666,0.0175,566.35,3277.86
1102_229750,1102,CA,229750.0,Far Niente Cabernet Oakville,750ml,214.99,872.0,52,872.0,14.05, Medium ,173897,41.0,81493.0,992346.0,37.3,39.5,16.9,4.4,23.8,2,4.056415094339623,0.05956471935853379,975.8000000000001,1297.11
1103_229750,1103,CA,229750.0,Far Niente Cabernet Oakville,750ml,214.99,2025.0,41,2568.0,16.05, Medium ,162484,50.7,101198.0,1302349.0,49.3,38.5,27.2,2.0,21.1,4,5.118809523809524,0.015959517321915143,1069.7700000000002,1645.12
615_229750,615,NC,229750.0,Far Niente Cabernet Oakville,750ml,199.99,200.0,8,1300.0,2.36, Large ,46760,29.5,57047.0,975895.0,44.5,6.8,1.8,10.2,21.6,2,22.221111111111114,0.006149116064565719,637.2,1300.0
937_229750,937,FL,229750.0,Far Niente Cabernet Oakville,750ml,214.99,655.0,52,655.0,2.46, Large ,57919,19.4,47357.0,507951.0,30.6,6.0,3.2,31.1,24.3,2,4.056415094339623,0.07926829268292683,471.41999999999996,489.5
2101_229750,2101,KY,229750.0,Far Niente Cabernet Oakville,750ml,479.99,240.0,12,1040.0,8.07, Large ,52455,43.6,86768.0,1696098.0,59.2,5.4,6.5,9.8,26.4,2,36.92230769230769,0.011527377521613832,1151.04,1040.0
906_229750,906,FL,229750.0,Far Niente Cabernet Oakville,750ml,214.99,460.0,14,1708.0,17.06, Large ,107171,29.1,63029.0,1144939.0,35.1,19.1,2.6,24.5,25.2,3,14.332666666666666,0.008191925102399064,733.32,1818.14
1006_229750,1006,AZ,229750.0,Far Niente Cabernet Oakville,750ml,204.99,230.0,5,2392.0,15.03, Large ,160333,25.6,53360.0,719646.0,34.8,43.9,3.3,7.8,22.2,3,34.165,0.002089427496865859,568.32,2392.0
1122_229750,1122,CA,229750.0,Far Niente Cabernet Oakville,750ml,214.99,430.0,1,22359.0,5.18, Small ,132610,52.3,103778.0,1352786.0,57.4,23.1,22.0,1.7,22.3,3,107.495,4.472271914132379e-05,1166.29,44418.4
1113_229750,1113,CA,229750.0,Far Niente Cabernet Oakville,750ml,214.99,2017.0,52,2017.0,9.41, Medium ,184931,44.7,88924.0,1290551.0,38.8,31.2,24.8,6.4,25.1,3,4.056415094339623,0.02576808721506442,1121.97,1297.11
1303_229750,1303,NM,229750.0,Far Niente Cabernet Oakville,750ml,164.99,1221.0,52,1221.0,6.52, Medium ,38782,24.8,56987.0,772125.0,41.1,57.5,1.7,1.2,27.2,0,3.1130188679245285,0.0425531914893617,674.56,1369.33
702_229750,702,SC,229750.0,Far Niente Cabernet Oakville,750ml,194.99,385.0,28,715.0,20.15, Large ,65062,29.2,60808.0,627934.0,43.6,3.8,2.0,33.3,21.9,2,6.723793103448276,0.03910614525139665,639.4799999999999,533.93
1501_229750,1501,CT,229750.0,Far Niente Cabernet Oakville,750ml,229.98,3427.0,52,3427.0,11.91, Large ,53733,55.5,114356.0,2416222.0,57.2,20.9,5.7,10.8,26.8,4,4.339245283018868,0.015169194865810968,1487.4,2046.0
1119_229750,1119,CA,229750.0,Far Niente Cabernet Oakville,750ml,194.99,230.0,52,230.0,7.59, Medium ,95422,32.4,67022.0,920392.0,36.4,36.7,11.0,6.2,21.7,3,3.679056603773585,0.22510822510822512,703.0799999999999,1297.11
1004_229750,1004,AZ,229750.0,Far Niente Cabernet Oakville,750ml,204.99,230.0,24,498.0,15.19, Medium ,97652,38.7,80276.0,1036358.0,46.1,24.1,7.7,8.7,24.0,1,8.1996,0.04809619238476954,928.8000000000001,498.33
1118_229750,1118,CA,229750.0,Far Niente Cabernet Oakville,750ml,194.99,875.0,52,875.0,8.01, Small ,109664,55.3,110951.0,2014020.0,54.5,21.2,15.5,2.7,26.7,3,3.679056603773585,0.0593607305936073,1476.51,854.2
1603_229750,1603,MN,229750.0,Far Niente Cabernet Oakville,750ml,189.99,380.0,52,380.0,10.14, Large ,68674,46.0,91151.0,1352855.0,45.9,7.2,6.3,12.0,25.3,2,3.584716981132076,0.13648293963254593,1163.8,380.0
1013_229750,1013,AZ,229750.0,Far Niente Cabernet Oakville,750ml,204.99,230.0,52,230.0,1.76, Medium ,58383,31.1,73466.0,838517.0,28.9,22.0,3.8,6.9,19.2,1,3.867735849056604,0.22510822510822512,597.12,230.0
938_229750,938,FL,229750.0,Far Niente Cabernet Oakville,750ml,214.99,660.0,52,660.0,2.08, Large ,42464,33.7,67747.0,1174543.0,59.2,6.3,4.2,20.2,24.9,2,4.056415094339623,0.07866868381240545,839.13,489.5
1104_229750,1104,CA,229750.0,Far Niente Cabernet Oakville,750ml,214.99,214.0,19,587.0,15.24, Large ,84828,42.6,87836.0,913943.0,30.5,54.0,11.2,9.6,21.2,3,10.749500000000001,0.03231292517006803,903.12,2776.07
940_229750,940,FL,229750.0,Far Niente Cabernet Oakville,750ml,214.99,1350.0,38,1847.0,1.1, Small ,120259,29.4,58554.0,855976.0,36.8,19.7,1.9,35.4,29.0,3,5.512564102564103,0.020562770562770564,852.5999999999999,1328.28
1134_229750,1134,CA,229750.0,Far Niente Cabernet Oakville,750ml,194.99,195.0,49,207.0,1.04, Medium ,71588,34.6,76455.0,829497.0,31.4,34.7,5.6,2.8,23.1,4,3.8998000000000004,0.23557692307692307,799.2600000000001,1376.53
912_229750,912,FL,229750.0,Far Niente Cabernet Oakville,750ml,214.99,445.0,38,609.0,18.18, Medium ,161891,22.7,52353.0,650376.0,31.6,40.9,2.0,36.4,25.1,3,5.512564102564103,0.06229508196721312,569.77,1207.63
936_229750,936,FL,229750.0,Far Niente Cabernet Oakville,750ml,214.99,1335.0,30,2314.0,0.96, Medium ,191164,26.1,51604.0,582251.0,37.2,79.5,1.4,7.8,24.3,4,6.935161290322581,0.012958963282937365,634.23,1529.67
1106_229750,1106,CA,229750.0,Far Niente Cabernet Oakville,750ml,214.99,874.0,13,3496.0,13.56, Large ,207129,44.0,86671.0,1090631.0,42.8,35.6,20.2,10.6,24.4,4,15.356428571428571,0.0037174721189591076,1073.6,4057.33
2702_229750,2702,IN,229750.0,Far Niente Cabernet Oakville,750ml,194.99,0.0,52,0.0,2.21, Large ,80511,28.7,62990.0,664564.0,33.3,6.8,8.4,3.7,22.6,2,3.679056603773585,52.0,648.62,0.0
926_229750,926,FL,229750.0,Far Niente Cabernet Oakville,750ml,214.99,702.0,17,2146.0,9.05, Small ,121139,29.8,58669.0,528459.0,47.5,65.6,2.1,12.4,21.8,4,11.943888888888889,0.007918025151374011,649.64,2969.1
927_229750,927,FL,229750.0,Far Niente Cabernet Oakville,750ml,214.99,230.0,7,1708.0,8.95, Medium ,131996,30.2,62860.0,897605.0,33.6,29.8,4.9,27.1,26.0,2,26.87375,0.004095962551199532,785.1999999999999,6555.71
1140_229750,1140,CA,229750.0,Far Niente Cabernet Oakville,750ml,194.99,770.0,35,1144.0,0.77, Medium ,56959,55.7,115247.0,2456245.0,64.4,16.8,6.4,3.2,29.4,3,5.416388888888889,0.03056768558951965,1637.58,1927.14
803_229750,803,GA,229750.0,Far Niente Cabernet Oakville,750ml,219.99,440.0,32,715.0,15.99, Large ,104773,47.7,93894.0,1623966.0,68.1,14.3,10.7,15.5,21.7,2,6.666363636363637,0.0446927374301676,1035.09,1573.0
205_229750,205,VA,229750.0,Far Niente Cabernet Oakville,750ml,199.99,200.0,15,693.0,26.47, Large ,112024,69.1,159315.0,2995145.0,76.9,13.2,16.9,4.2,26.0,4,12.499375,0.021613832853025938,1796.6,693.33
1302_229750,1302,NM,229750.0,Far Niente Cabernet Oakville,750ml,164.99,1765.0,52,1765.0,11.45, Medium ,139245,21.5,50283.0,550548.0,38.0,41.2,3.6,3.7,24.1,1,3.1130188679245285,0.02944507361268403,518.15,1369.33
1131_229750,1131,CA,229750.0,Far Niente Cabernet Oakville,750ml,194.99,1081.0,19,2958.0,2.88, Small ,34185,40.8,83481.0,1050191.0,43.5,30.4,9.2,4.8,22.5,1,9.749500000000001,0.006421088205474822,917.9999999999999,2337.81
901_229750,901,FL,229750.0,Far Niente Cabernet Oakville,750ml,214.99,860.0,38,1177.0,19.18, Small ,112471,28.6,57338.0,751078.0,40.7,38.1,3.2,18.1,24.0,4,5.512564102564103,0.03225806451612903,686.4000000000001,1328.28
913_229750,913,FL,229750.0,Far Niente Cabernet Oakville,750ml,214.99,1720.0,52,1720.0,16.63, Medium ,108034,24.6,57550.0,870506.0,29.3,10.6,5.3,4.5,31.3,2,4.056415094339623,0.03021499128413713,769.98,882.5
611_229750,611,NC,229750.0,Far Niente Cabernet Oakville,750ml,199.99,200.0,52,200.0,20.02, Medium ,109956,34.5,68575.0,848519.0,57.0,11.9,5.2,24.1,21.5,2,3.7733962264150946,0.25870646766169153,741.75,200.0
918_229750,918,FL,229750.0,Far Niente Cabernet Oakville,750ml,214.99,1350.0,38,1847.0,13.21, Medium ,95855,38.4,76987.0,1309505.0,42.4,64.5,3.0,10.9,26.9,4,5.512564102564103,0.020562770562770564,1032.9599999999998,1207.63
1606_239750,1606,MN,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,7.99,112.0,44,132.0,8.45, Small ,47856,53.6,106882.0,2103706.0,60.0,5.1,7.1,5.5,28.2,4,0.17755555555555555,0.3308270676691729,1511.52,132.36
2302_239750,2302,CO,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,6.99,61.0,26,122.0,5.03, Large ,89577,57.0,111081.0,1897933.0,66.0,8.7,8.5,2.6,25.1,4,0.2588888888888889,0.21138211382113822,1430.7,122.0
1706_239750,1706,MA,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,9.99,47.0,8,305.0,5.44, Large ,95581,43.0,85117.0,1006511.0,43.0,5.7,17.2,12.0,26.3,4,1.11,0.026143790849673203,1130.9,182.0
401_239750,401,MD,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,6.99,42.0,10,218.0,28.01, Medium ,120003,35.8,72889.0,1078772.0,42.5,4.6,5.7,37.6,24.4,4,0.6354545454545455,0.045662100456621,873.5199999999999,218.4
1411_239750,1411,WA,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,6.99,313.0,52,313.0,8.05, Large ,240985,52.6,105629.0,1070031.0,72.6,6.9,15.3,6.5,21.5,0,0.1318867924528302,0.16560509554140126,1130.9,313.0
1204_239750,1204,NV,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,5.97,6.0,24,13.0,9.09, Large ,130136,35.9,76784.0,884916.0,29.4,23.0,7.3,15.1,23.0,1,0.23879999999999998,1.7142857142857142,825.6999999999999,13.0
1603_239750,1603,MN,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,7.99,663.0,52,663.0,10.14, Large ,68674,46.0,91151.0,1352855.0,45.9,7.2,6.3,12.0,25.3,4,0.15075471698113208,0.0783132530120482,1163.8,367.5
2704_239750,2704,IN,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,6.79,14.0,10,71.0,2.11, Medium ,38887,58.5,113882.0,1685146.0,63.8,4.8,6.7,7.4,19.4,4,0.6172727272727273,0.1388888888888889,1134.8999999999999,72.8
2001_239750,2001,TN,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,6.99,91.0,10,473.0,6.36, Large ,35028,47.4,94766.0,1836093.0,59.1,4.4,5.3,3.2,28.5,4,0.6354545454545455,0.02109704641350211,1350.8999999999999,278.2
1802_239750,1802,MO,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,6.99,2380.0,52,2380.0,9.05, Small ,140765,34.0,67711.0,1073544.0,57.5,3.5,5.3,21.9,24.7,2,0.1318867924528302,0.021839563208735827,839.8,2380.0
2502_239750,2502,LA,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,6.49,2959.0,52,2959.0,4.24, Large ,54953,33.2,67352.0,972716.0,44.4,5.8,3.0,14.9,22.1,4,0.12245283018867925,0.01756756756756757,733.7200000000001,2959.0
1602_239750,1602,MN,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,7.99,115.0,12,500.0,10.64, Medium ,140763,31.0,64444.0,644223.0,50.1,7.0,12.6,16.8,20.6,4,0.6146153846153847,0.023952095808383235,638.6,2426.67
703_239750,703,SC,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,6.49,111.0,11,525.0,19.02, Medium ,66227,36.1,73919.0,1185073.0,51.9,7.5,5.4,15.1,24.3,4,0.5408333333333334,0.02091254752851711,877.23,524.73
1142_239750,1142,CA,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,5.49,54.0,49,57.0,1.01, Large ,37229,45.5,91270.0,1253134.0,25.8,27.0,7.7,9.5,25.0,0,0.10980000000000001,0.8448275862068966,1137.5,57.31
205_239750,205,VA,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,7.49,24.0,11,113.0,26.47, Large ,112024,69.1,159315.0,2995145.0,76.9,13.2,16.9,4.2,26.0,4,0.6241666666666666,0.09649122807017543,1796.6,113.45
1135_239750,1135,CA,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,6.49,30.0,52,30.0,1.19, Medium ,366397,57.2,121881.0,1059464.0,60.0,15.8,35.9,5.2,24.0,1,0.12245283018867925,1.6774193548387097,1372.8000000000002,37.5
208_239750,208,VA,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,7.49,1383.0,52,1383.0,24.04, Small ,46605,42.5,84509.0,1061296.0,38.4,14.0,3.4,19.8,22.4,2,0.14132075471698113,0.03757225433526012,951.9999999999999,1383.0
2605_239750,2605,MI,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,6.99,28.0,10,145.0,0.64, Large ,70177,49.6,98966.0,1808879.0,55.4,4.3,13.0,4.6,27.0,4,0.6354545454545455,0.0684931506849315,1339.2,133.47
801_239750,801,GA,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,8.49,0.0,11,0.0,15.49, Large ,79012,54.0,107097.0,1777722.0,63.0,11.9,15.0,13.9,24.4,4,0.7075,11.0,1317.6,0.0
1708_239750,1708,MA,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,9.99,9.0,9,52.0,1.29, Large ,105187,52.4,104487.0,1728724.0,54.2,14.6,7.0,23.6,26.2,4,0.999,0.16981132075471697,1372.8799999999999,161.78
704_239750,704,SC,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,5.99,36.0,11,170.0,5.56, Large ,39322,21.6,53001.0,513776.0,28.3,12.4,2.9,11.6,22.9,4,0.4991666666666667,0.06432748538011696,494.64,170.18
1607_239750,1607,MN,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,7.99,72.0,10,374.0,7.99, Large ,52640,43.7,86430.0,1499453.0,50.1,8.8,7.9,11.9,26.4,4,0.7263636363636364,0.02666666666666667,1153.68,1911.0
1805_239750,1805,MO,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,7.99,57.0,52,57.0,1.19, Medium ,33546,41.0,82892.0,747797.0,40.6,6.6,2.3,6.4,21.8,2,0.15075471698113208,0.896551724137931,893.8000000000001,57.0
1140_239750,1140,CA,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,6.49,45.0,35,67.0,0.77, Medium ,56959,55.7,115247.0,2456245.0,64.4,16.8,6.4,3.2,29.4,1,0.1802777777777778,0.5147058823529411,1637.58,55.71
303_239750,303,NJ,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,7.07,64.0,10,331.0,22.66, Large ,174536,49.7,99120.0,1561975.0,46.8,27.2,16.7,10.6,26.6,4,0.6427272727272727,0.030120481927710843,1322.0200000000002,332.8
1002_239750,1002,AZ,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,6.99,857.0,52,857.0,16.8, Medium ,118274,31.5,70227.0,945516.0,30.4,17.2,4.5,3.9,25.8,2,0.1318867924528302,0.06060606060606061,812.7,857.0
1604_239750,1604,MN,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,7.99,1005.0,52,1005.0,9.99, Medium ,65749,40.9,80779.0,1142718.0,43.3,8.5,15.3,11.9,22.7,4,0.15075471698113208,0.05168986083499006,928.43,560.0
802_239750,802,GA,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,8.49,25.0,11,120.0,17.35, Medium ,65746,37.3,79168.0,1115435.0,47.8,12.5,7.1,21.6,23.3,4,0.7075,0.09090909090909091,869.0899999999999,118.18
2002_239750,2002,TN,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,7.99,16.0,6,138.0,2.96, Large ,42984,52.5,104831.0,2274695.0,67.1,7.1,8.0,7.3,26.7,4,1.1414285714285715,0.04316546762589928,1401.75,463.67
2602_239750,2602,MI,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,6.99,35.0,11,165.0,2.95, Large ,74390,48.1,95634.0,1714835.0,57.1,2.9,15.0,7.0,29.2,4,0.5825,0.06626506024096386,1404.52,121.33
2601_239750,2601,MI,239750.0,Fetzer Anthonys Hill Cab Sauv,750ml,6.99,14.0,10,73.0,3.34, Large ,46288,37.0,75727.0,1294819.0,53.9,5.6,7.1,14.7,23.7,4,0.6354545454545455,0.13513513513513514,876.9,133.47
101_256750,101,DE,256750.0,Heitz Cabernet Napa,750ml,83.99,5839.0,52,5839.0,33.69, Extra Large ,61324,39.1,78405.0,1328936.0,38.9,5.0,5.5,21.9,27.0,4,1.5847169811320754,0.008904109589041096,1055.7,5839.0
1901_256750,1901,WI,256750.0,Heitz Cabernet Napa,750ml,64.97,2209.0,52,2209.0,7.98, Large ,52365,42.1,84283.0,1524897.0,51.8,5.5,7.3,2.3,28.5,2,1.2258490566037736,0.023529411764705882,1199.8500000000001,1861.0
1126_256750,1126,CA,256750.0,Heitz Cabernet Napa,750ml,59.99,5054.0,52,5054.0,6.5, Medium ,184922,43.8,85785.0,1159131.0,48.2,36.3,30.0,5.7,25.0,3,1.1318867924528302,0.010286844708209694,1095.0,3050.8
1132_256750,1132,CA,256750.0,Heitz Cabernet Napa,750ml,59.99,2123.0,52,2123.0,2.38, Large ,95925,41.8,83396.0,1163475.0,32.2,49.2,12.1,4.0,24.0,3,1.1318867924528302,0.02448210922787194,1003.1999999999999,3798.41
201_256750,201,VA,256750.0,Heitz Cabernet Napa,750ml,79.99,1360.0,52,1360.0,26.47, Large ,88561,63.3,127883.0,2198688.0,66.1,12.7,27.3,8.0,24.6,2,1.5092452830188678,0.03820720058780309,1557.18,1093.67
908_256750,908,FL,256750.0,Heitz Cabernet Napa,750ml,79.99,5919.0,52,5919.0,17.01, Large ,64972,40.4,79478.0,2029369.0,43.0,24.6,1.8,6.4,27.3,4,1.5092452830188678,0.008783783783783784,1102.92,2992.0
1001_256750,1001,AZ,256750.0,Heitz Cabernet Napa,750ml,73.99,3591.0,52,3591.0,16.13, Medium ,104841,19.5,43730.0,519532.0,37.9,36.1,4.9,4.1,22.4,2,1.3960377358490565,0.014476614699331848,436.79999999999995,2915.2
904_256750,904,FL,256750.0,Heitz Cabernet Napa,750ml,80.99,4332.0,52,4332.0,18.68, Small ,96695,29.1,58323.0,750999.0,36.5,21.5,2.0,37.0,28.2,4,1.5281132075471697,0.012000923147934456,820.62,2457.6
1504_256750,1504,CT,256750.0,Heitz Cabernet Napa,750ml,76.99,1404.0,52,1404.0,8.36, Small ,105723,28.7,57304.0,858847.0,35.3,36.3,6.3,14.6,23.5,1,1.4526415094339622,0.03701067615658363,674.4499999999999,1404.0
2702_256750,2702,IN,256750.0,Heitz Cabernet Napa,750ml,64.97,1559.0,52,1559.0,2.21, Large ,80511,28.7,62990.0,664564.0,33.3,6.8,8.4,3.7,22.6,2,1.2258490566037736,0.03333333333333333,648.62,1940.25
1601_256750,1601,MN,256750.0,Heitz Cabernet Napa,750ml,64.97,3313.0,52,3313.0,9.97, Medium ,103796,46.2,91831.0,1754024.0,56.8,7.6,6.9,8.7,26.7,2,1.2258490566037736,0.015691007845503924,1233.54,2428.67
2504_256750,2504,LA,256750.0,Heitz Cabernet Napa,750ml,79.99,2800.0,52,2800.0,3.1, Large ,69180,36.1,74187.0,1121516.0,48.1,6.4,5.0,28.9,23.0,3,1.5092452830188678,0.018564798286326314,830.3000000000001,1840.0
931_256750,931,FL,256750.0,Heitz Cabernet Napa,750ml,80.99,2404.0,52,2404.0,6.48, Large ,162992,22.1,52054.0,616482.0,31.6,38.4,2.2,32.8,25.6,4,1.5281132075471697,0.021621621621621623,565.7600000000001,2992.0
703_256750,703,SC,256750.0,Heitz Cabernet Napa,750ml,79.99,2077.0,52,2077.0,19.02, Medium ,66227,36.1,73919.0,1185073.0,51.9,7.5,5.4,15.1,24.3,3,1.5092452830188678,0.025024061597690085,877.23,2077.0
1610_256750,1610,MN,256750.0,Heitz Cabernet Napa,750ml,64.97,1135.0,52,1135.0,1.14, Small ,122476,50.0,99210.0,1641588.0,66.0,5.0,5.0,7.0,25.0,0,1.2258490566037736,0.045774647887323945,1250.0,788.0
1203_256750,1203,NV,256750.0,Heitz Cabernet Napa,750ml,62.97,3360.0,52,3360.0,13.56, Large ,68202,34.7,69366.0,1109799.0,39.1,25.7,5.9,2.4,26.2,3,1.1881132075471699,0.015471585837548348,909.1400000000001,3158.67
210_256750,210,VA,256750.0,Heitz Cabernet Napa,750ml,79.99,1200.0,52,1200.0,23.61, Large ,54009,35.1,75562.0,1184772.0,40.4,9.3,4.0,14.8,24.0,3,1.5092452830188678,0.04329725228975854,842.4000000000001,1093.67
2302_256750,2302,CO,256750.0,Heitz Cabernet Napa,750ml,72.99,5223.0,52,5223.0,5.03, Large ,89577,57.0,111081.0,1897933.0,66.0,8.7,8.5,2.6,25.1,4,1.3771698113207547,0.009954058192955589,1430.7,3213.5
927_256750,927,FL,256750.0,Heitz Cabernet Napa,750ml,80.99,321.0,52,321.0,8.95, Medium ,131996,30.2,62860.0,897605.0,33.6,29.8,4.9,27.1,26.0,2,1.5281132075471697,0.16149068322981366,785.1999999999999,2354.75
613_256750,613,NC,256750.0,Heitz Cabernet Napa,750ml,79.99,2287.0,52,2287.0,14.05, Medium ,66168,55.8,111573.0,2080707.0,65.1,7.0,9.3,8.3,26.1,3,1.5092452830188678,0.022727272727272728,1456.38,1482.89
211_256750,211,VA,256750.0,Heitz Cabernet Napa,750ml,79.99,800.0,52,800.0,23.38, Small ,79271,33.6,71122.0,754023.0,33.5,8.1,6.9,32.8,23.8,0,1.5092452830188678,0.06491885143570537,799.6800000000001,1038.0
1904_256750,1904,WI,256750.0,Heitz Cabernet Napa,750ml,64.97,1513.0,52,1513.0,4.16, Large ,107853,21.5,46229.0,556193.0,35.4,5.2,4.4,54.7,21.7,1,1.2258490566037736,0.034346103038309116,466.55,1861.0
1113_256750,1113,CA,256750.0,Heitz Cabernet Napa,750ml,59.99,2347.0,52,2347.0,9.41, Medium ,184931,44.7,88924.0,1290551.0,38.8,31.2,24.8,6.4,25.1,3,1.1318867924528302,0.022146507666098807,1121.97,3050.8
921_256750,921,FL,256750.0,Heitz Cabernet Napa,750ml,79.99,2624.0,52,2624.0,11.62, Medium ,29318,39.1,80220.0,1640636.0,46.8,11.0,4.1,5.8,29.4,2,1.5092452830188678,0.019809523809523808,1149.54,2354.75
